ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2023,2023-07-30,17,Estádio Serra Dourada,Paulo Cesar Zanovelli,12311.0,14525.0,Goiás,Grêmio,Armando Evangelista,Renato Portaluppi,16.0,3.0,993.0,2700.0,29.1,26.4,1.0,1.0,0.0,0.0,6.0,5.0,20.0,11.0,11.0,19.0,1.0,1.0,2.0,1.0,16.0,9.0,8.0,4.0
2023,2023-08-22,20,Estádio Serra Dourada,Marcelo de Lima Henrique  ,8325.0,14525.0,Goiás,Athletico-PR,Armando Evangelista,Wesley Carvalho,15.0,6.0,713.0,6540.0,28.3,26.1,1.0,1.0,0.0,1.0,4.0,7.0,15.0,16.0,14.0,15.0,4.0,2.0,2.0,2.0,13.0,14.0,8.0,6.0
2023,2023-10-29,30,Estádio Serra Dourada,Flavio Rodrigues de Souza,12904.0,14525.0,Goiás,Vasco da Gama,Armando Evangelista,Ramón Díaz,17.0,18.0,983.0,2545.0,28.5,29.8,1.0,1.0,0.0,0.0,7.0,2.0,17.0,12.0,11.0,17.0,1.0,6.0,0.0,1.0,18.0,5.0,3.0,2.0
2023,2023-11-09,33,Estádio Serra Dourada,Paulo Cesar Zanovelli,11836.0,14525.0,Goiás,Santos,Armando Evangelista,Marcelo Fernandes,18.0,13.0,1105.0,3700.0,28.4,26.4,0.0,1.0,0.0,0.0,5.0,6.0,19.0,13.0,12.0,19.0,3.0,3.0,2.0,1.0,13.0,15.0,6.0,6.0
2023,2023-11-28,35,Estádio Serra Dourada,Ramon Abatti,9143.0,14525.0,Goiás,Cruzeiro,Mário Henrique,Paulo Autuori,18.0,13.0,1355.0,2705.0,29.1,28.0,0.0,1.0,0.0,0.0,4.0,5.0,18.0,17.0,17.0,17.0,6.0,3.0,0.0,3.0,10.0,12.0,6.0,5.0
2023,2023-04-23,2,Estádio Beira-Rio,Ramon Abatti,45751.0,56000.0,Internacional,Flamengo,Mano Menezes,Jorge Sampaoli,6.0,8.0,3355.0,8685.0,28.2,28.0,2.0,1.0,0.0,0.0,6.0,2.0,14.0,13.0,13.0,14.0,3.0,2.0,2.0,3.0,16.0,16.0,5.0,8.0
2023,2023-06-11,10,Estádio Beira-Rio,Edina Alves Batista,18044.0,56000.0,Internacional,Vasco da Gama,Mano Menezes,Maurício Barbieri,10.0,19.0,3400.0,2850.0,29.0,25.1,2.0,1.0,2.0,1.0,7.0,6.0,13.0,21.0,20.0,12.0,4.0,1.0,0.0,4.0,11.0,14.0,5.0,6.0
2023,2023-04-29,3,Allianz Parque,Wilton Sampaio,41457.0,43713.0,Palmeiras,Corinthians,Abel Ferreira,Danilo,3.0,17.0,8950.0,5650.0,28.3,26.3,2.0,1.0,2.0,0.0,12.0,3.0,20.0,15.0,15.0,18.0,2.0,4.0,0.0,1.0,21.0,9.0,7.0,2.0
2023,2023-05-11,5,Allianz Parque,Braulio da Silva Machado,37532.0,43713.0,Palmeiras,Grêmio,Abel Ferreira,Renato Portaluppi,2.0,10.0,8350.0,2460.0,28.7,28.1,4.0,1.0,1.0,1.0,7.0,4.0,10.0,13.0,12.0,9.0,1.0,6.0,2.0,0.0,28.0,3.0,15.0,1.0
2023,2023-05-13,6,Allianz Parque,Savio Pereira Sampaio,39488.0,43713.0,Palmeiras,RB Bragantino,Abel Ferreira,Pedro Caixinha,2.0,13.0,7450.0,3300.0,27.5,24.6,1.0,1.0,0.0,0.0,15.0,6.0,12.0,19.0,19.0,10.0,2.0,5.0,3.0,2.0,22.0,8.0,9.0,4.0
2023,2023-06-04,9,Allianz Parque,Felipe Fernandes,33570.0,43713.0,Palmeiras,Coritiba FC,Abel Ferreira,Antônio Carlos Zago,2.0,20.0,7250.0,1740.0,27.8,27.8,3.0,1.0,2.0,0.0,11.0,5.0,15.0,13.0,10.0,15.0,3.0,5.0,3.0,0.0,23.0,7.0,6.0,2.0
2023,2023-06-25,12,Allianz Parque,Anderson Daronco,38877.0,43713.0,Palmeiras,Botafogo,Abel Ferreira,Luís Castro,4.0,1.0,7650.0,2150.0,28.9,29.4,0.0,1.0,0.0,1.0,12.0,1.0,17.0,14.0,14.0,17.0,1.0,4.0,4.0,0.0,15.0,6.0,7.0,3.0
2023,2023-07-09,14,Allianz Parque,Ramon Abatti,40229.0,43713.0,Palmeiras,Flamengo,Abel Ferreira,Jorge Sampaoli,5.0,2.0,7950.0,7570.0,28.2,25.8,1.0,1.0,1.0,0.0,4.0,7.0,13.0,16.0,16.0,13.0,3.0,3.0,5.0,3.0,11.0,10.0,4.0,3.0
2023,2023-07-22,16,Allianz Parque,Rafael Rodrigo Klein,39699.0,43713.0,Palmeiras,Fortaleza,Abel Ferreira,Juan Pablo Vojvoda,4.0,9.0,7245.0,1235.0,28.0,31.5,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
2023,2023-04-22,2,Arena Pantanal,Caio Max Augusto Vieira,9267.0,42968.0,Cuiabá-MT,RB Bragantino,Ivo Vieira,Pedro Caixinha,15.0,7.0,588.0,2470.0,28.6,25.1,1.0,1.0,0.0,0.0,4.0,5.0,17.0,21.0,21.0,16.0,1.0,2.0,3.0,2.0,14.0,7.0,8.0,4.0
2023,2023-05-27,8,Arena Pantanal,Denis Ribeiro Serafim,8660.0,42968.0,Cuiabá-MT,Coritiba FC,Toni Oliveira,Antônio Carlos Zago,15.0,20.0,820.0,1660.0,28.7,26.8,1.0,1.0,1.0,0.0,2.0,6.0,8.0,13.0,13.0,8.0,1.0,2.0,0.0,3.0,10.0,8.0,5.0,5.0
2023,2023-06-23,11,Arena Pantanal,Flavio Rodrigues de Souza,13981.0,42968.0,Cuiabá-MT,Botafogo,Toni Oliveira,Luís Castro,16.0,1.0,930.0,2250.0,27.6,28.8,0.0,1.0,0.0,0.0,6.0,2.0,11.0,13.0,11.0,10.0,2.0,9.0,2.0,2.0,23.0,5.0,8.0,1.0
2023,2023-07-08,14,Arena Pantanal,Wagner do Nascimento Magalhães,10149.0,42968.0,Cuiabá-MT,EC Bahia,Toni Oliveira,Renato Paiva,14.0,16.0,685.0,2810.0,28.5,25.1,1.0,1.0,1.0,0.0,5.0,5.0,12.0,13.0,13.0,12.0,2.0,5.0,9.0,0.0,10.0,6.0,2.0,1.0
2023,2023-10-21,28,Arena Pantanal,Anderson Daronco,14956.0,42968.0,Cuiabá-MT,Goiás,Toni Oliveira,Armando Evangelista,11.0,16.0,975.0,808.0,28.2,29.1,1.0,1.0,0.0,1.0,13.0,2.0,13.0,17.0,16.0,11.0,2.0,4.0,4.0,5.0,16.0,10.0,8.0,4.0
2023,2023-10-26,29,Arena Pantanal,André Luiz Skettino Policarpo Bento,36620.0,42968.0,Cuiabá-MT,Corinthians,Toni Oliveira,Mano Menezes,12.0,14.0,1175.0,4460.0,28.3,30.6,0.0,1.0,0.0,0.0,6.0,5.0,11.0,13.0,13.0,10.0,4.0,2.0,2.0,0.0,18.0,9.0,10.0,3.0
2023,2023-11-12,34,Arena Pantanal,Caio Max Augusto Vieira,14728.0,42968.0,Cuiabá-MT,Fortaleza,Toni Oliveira,Juan Pablo Vojvoda,9.0,11.0,638.0,935.0,29.8,31.1,2.0,1.0,1.0,0.0,2.0,9.0,7.0,15.0,15.0,7.0,2.0,2.0,2.0,2.0,7.0,13.0,3.0,4.0
2023,2023-05-23,7,Estádio Joaquim Henrique Nogueira,Savio Pereira Sampaio,15722.0,40927.0,Cruzeiro,Cuiabá-MT,Pepa,Luiz Fernando Iubel,5.0,14.0,1710.0,780.0,28.8,28.3,0.0,1.0,0.0,1.0,6.0,2.0,16.0,15.0,14.0,16.0,1.0,8.0,5.0,2.0,15.0,15.0,6.0,9.0
2023,2023-06-22,11,Estádio Governador Magalhães Pinto,Bruno Arleu de Araújo,28494.0,61927.0,Cruzeiro,Fortaleza,Pepa,Juan Pablo Vojvoda,12.0,10.0,1910.0,1220.0,28.5,30.5,0.0,1.0,0.0,0.0,5.0,2.0,9.0,12.0,11.0,9.0,1.0,3.0,1.0,7.0,12.0,10.0,5.0,4.0
2023,2023-08-20,20,Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,36202.0,61927.0,Cruzeiro,Corinthians,Pepa,Vanderlei Luxemburgo,12.0,13.0,2275.0,3065.0,28.5,24.8,1.0,1.0,1.0,0.0,10.0,3.0,17.0,13.0,13.0,16.0,1.0,7.0,1.0,1.0,19.0,5.0,8.0,2.0
2023,2023-10-01,25,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,44279.0,61927.0,Cruzeiro,América-MG,Zé Ricardo,Fabián Bustos,12.0,19.0,2305.0,875.0,29.0,29.8,1.0,1.0,1.0,1.0,9.0,7.0,15.0,10.0,10.0,15.0,6.0,1.0,1.0,1.0,18.0,18.0,8.0,7.0
2023,2023-12-01,36,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,36696.0,61927.0,Cruzeiro,Athletico-PR,Paulo Autuori,Wesley Carvalho,14.0,8.0,2155.0,3340.0,27.5,28.1,1.0,1.0,0.0,0.0,2.0,3.0,10.0,13.0,13.0,10.0,2.0,7.0,1.0,1.0,26.0,6.0,13.0,2.0
2023,2023-12-07,38,Estádio Governador Magalhães Pinto,Anderson Daronco,44190.0,61927.0,Cruzeiro,Palmeiras,Paulo Autuori,Abel Ferreira,14.0,1.0,2135.0,7600.0,27.1,28.0,1.0,1.0,0.0,1.0,3.0,4.0,9.0,19.0,19.0,9.0,4.0,5.0,0.0,0.0,14.0,8.0,7.0,1.0
2023,2023-05-27,8,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira ,65270.0,78838.0,Flamengo,Cruzeiro,Jorge Sampaoli,Pepa,7.0,6.0,9010.0,1530.0,25.1,28.1,1.0,1.0,1.0,1.0,2.0,1.0,12.0,18.0,17.0,11.0,5.0,2.0,5.0,3.0,14.0,18.0,8.0,9.0
2023,2023-07-22,16,Estádio Jornalista Mário Filho,Rodrigo Jose Pereira de Lima,60402.0,78838.0,Flamengo,América-MG,Jorge Sampaoli,Vagner Mancini,3.0,20.0,8170.0,1405.0,28.0,28.6,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
2023,2023-08-13,19,Estádio Jornalista Mário Filho,Rafael Rodrigo Klein,62018.0,78838.0,Flamengo,São Paulo,Jorge Sampaoli,Dorival Júnior,4.0,9.0,7700.0,2300.0,25.9,26.8,1.0,1.0,0.0,1.0,8.0,2.0,13.0,15.0,15.0,13.0,0.0,6.0,3.0,4.0,19.0,8.0,7.0,5.0
2023,2023-11-11,34,Estádio Jornalista Mário Filho,Wilton Sampaio,64399.0,78838.0,Flamengo,Fluminense,Tite,Fernando Diniz,3.0,8.0,9430.0,4930.0,28.4,29.8,1.0,1.0,1.0,0.0,5.0,2.0,13.0,17.0,16.0,10.0,3.0,6.0,3.0,2.0,11.0,13.0,1.0,4.0
2023,2023-12-03,37,Estádio Jornalista Mário Filho,Rodrigo Jose Pereira de Lima,63148.0,78838.0,Flamengo,Cuiabá-MT,Tite,Toni Oliveira,3.0,12.0,9030.0,708.0,29.2,29.0,2.0,1.0,2.0,0.0,6.0,2.0,13.0,9.0,9.0,13.0,0.0,4.0,0.0,1.0,19.0,2.0,7.0,0.0
2023,2023-08-27,21,Ligga Arena,Raphael Claus,23630.0,,Athletico-PR,Fluminense,Wesley Carvalho,Fernando Diniz,7.0,5.0,4845.0,2715.0,26.5,27.6,2.0,2.0,1.0,0.0,2.0,8.0,9.0,15.0,13.0,9.0,8.0,2.0,1.0,4.0,10.0,23.0,4.0,5.0
2023,2023-10-20,27,Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,37073.0,,Cruzeiro,Flamengo,Zé Ricardo,Tite,15.0,3.0,2025.0,7550.0,28.1,28.7,0.0,2.0,0.0,2.0,9.0,3.0,20.0,11.0,11.0,19.0,0.0,5.0,3.0,1.0,12.0,9.0,4.0,6.0
2023,2023-09-16,23,Estádio Olímpico Nilton Santos,Raphael Claus,35850.0,38659.0,Vasco da Gama,Fluminense,Ramón Díaz,Fernando Diniz,17.0,6.0,2975.0,5240.0,27.2,28.8,4.0,2.0,1.0,0.0,4.0,11.0,12.0,7.0,7.0,12.0,6.0,0.0,0.0,1.0,9.0,19.0,4.0,6.0
2023,2023-04-25,2,Arena Fonte Nova,Raphael Claus,27427.0,47364.0,EC Bahia,Botafogo,Renato Paiva,Luís Castro,18.0,2.0,2115.0,2050.0,26.4,29.4,1.0,2.0,1.0,1.0,6.0,3.0,18.0,9.0,9.0,16.0,1.0,4.0,0.0,5.0,13.0,5.0,3.0,2.0
2023,2023-06-10,10,Arena Fonte Nova,Rodrigo Jose Pereira de Lima,34019.0,47364.0,EC Bahia,Cruzeiro,Renato Paiva,Pepa,15.0,9.0,2515.0,1910.0,27.8,28.4,2.0,2.0,1.0,2.0,6.0,5.0,15.0,9.0,9.0,14.0,5.0,3.0,8.0,5.0,14.0,15.0,3.0,6.0
2023,2023-07-01,13,Arena Fonte Nova,Marcelo de Lima Henrique  ,34090.0,47364.0,EC Bahia,Grêmio,Renato Paiva,Renato Portaluppi,15.0,2.0,2905.0,2720.0,26.7,28.1,1.0,2.0,1.0,1.0,7.0,2.0,21.0,11.0,9.0,20.0,5.0,3.0,0.0,6.0,16.0,14.0,7.0,5.0
2023,2023-09-19,24,Arena Fonte Nova,Ramon Abatti,41431.0,47364.0,EC Bahia,Santos,Rogério Ceni,Marcelo Fernandes,17.0,18.0,2860.0,4060.0,28.7,27.1,1.0,2.0,0.0,0.0,6.0,8.0,13.0,13.0,12.0,13.0,5.0,4.0,2.0,2.0,19.0,16.0,11.0,5.0
2023,2023-07-23,16,Estádio São Januário,Paulo Cesar Zanovelli,0.0,24584.0,Vasco da Gama,Athletico-PR,Ramón Díaz,Wesley Carvalho,19.0,5.0,2955.0,5300.0,25.4,25.7,0.0,2.0,0.0,0.0,8.0,2.0,19.0,21.0,21.0,19.0,0.0,2.0,2.0,1.0,18.0,9.0,10.0,6.0
2023,2023-10-27,29,Estádio São Januário,Luiz Flávio de Oliveira ,20098.0,24584.0,Vasco da Gama,Internacional,Ramón Díaz,Eduardo Coudet,18.0,11.0,2740.0,4945.0,28.2,29.5,1.0,2.0,0.0,1.0,7.0,1.0,17.0,14.0,13.0,17.0,3.0,4.0,1.0,3.0,15.0,9.0,7.0,2.0
2023,2023-12-02,37,Neo Química Arena ,Caio Max Augusto Vieira,40583.0,49205.0,Corinthians,Internacional,Mano Menezes,Eduardo Coudet,13.0,9.0,2150.0,3785.0,30.9,30.6,1.0,2.0,0.0,1.0,5.0,4.0,4.0,13.0,11.0,3.0,1.0,1.0,2.0,1.0,9.0,11.0,4.0,7.0
2023,2023-05-20,7,Estádio Major Antônio Couto Pereira,Rodrigo Jose Pereira de Lima,20047.0,40502.0,Coritiba FC,Atlético-MG,Antônio Carlos Zago,Eduardo Coudet,20.0,4.0,1890.0,2590.0,28.1,30.4,1.0,2.0,1.0,1.0,5.0,7.0,20.0,17.0,16.0,20.0,6.0,3.0,2.0,1.0,10.0,19.0,6.0,4.0
2023,2023-10-22,28,Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,19387.0,40502.0,Coritiba FC,Palmeiras,Thiago Kosloski,Abel Ferreira,19.0,4.0,1555.0,6500.0,29.6,28.4,0.0,2.0,0.0,2.0,3.0,6.0,13.0,18.0,17.0,13.0,4.0,2.0,2.0,2.0,13.0,19.0,5.0,8.0
2023,2023-11-02,31,Estádio Major Antônio Couto Pereira,Marcelo de Lima Henrique  ,24308.0,40502.0,Coritiba FC,Grêmio,Thiago Kosloski,Renato Portaluppi,19.0,4.0,1285.0,2715.0,28.7,30.7,1.0,2.0,0.0,1.0,6.0,11.0,11.0,7.0,7.0,9.0,2.0,1.0,0.0,0.0,13.0,19.0,8.0,9.0
2023,2023-12-07,38,Estádio Major Antônio Couto Pereira,Jonathan Benkenstein Pinheiro,0.0,40502.0,Coritiba FC,Corinthians,Guto Ferreira,Mano Menezes,19.0,13.0,1165.0,3740.0,24.6,26.8,0.0,2.0,0.0,2.0,6.0,6.0,17.0,12.0,11.0,16.0,4.0,5.0,0.0,1.0,13.0,13.0,5.0,6.0
2023,2023-10-08,26,Estádio Jornalista Mário Filho,Leandro Pedro Vuaden,45193.0,82238.0,Fluminense,Botafogo,Fernando Diniz,Lúcio Flávio,7.0,1.0,4610.0,2580.0,30.9,30.5,0.0,2.0,0.0,2.0,3.0,2.0,15.0,14.0,13.0,14.0,3.0,5.0,3.0,1.0,19.0,12.0,8.0,5.0
2023,2023-09-03,22,Estádio Olímpico Nilton Santos,Raphael Claus,40769.0,46931.0,Botafogo,Flamengo,Bruno Lage,Jorge Sampaoli,1.0,4.0,2940.0,7700.0,28.9,25.9,1.0,2.0,1.0,1.0,12.0,6.0,14.0,8.0,7.0,13.0,3.0,5.0,1.0,2.0,17.0,12.0,7.0,4.0
2023,2023-05-20,7,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,57399.0,72039.0,São Paulo,Vasco da Gama,Dorival Júnior,Maurício Barbieri,8.0,17.0,3410.0,3490.0,26.8,24.5,4.0,2.0,2.0,1.0,3.0,9.0,9.0,16.0,15.0,8.0,2.0,3.0,0.0,1.0,15.0,17.0,4.0,6.0
2023,2023-06-11,10,Estádio Cícero Pompeu de Toledo,Raphael Claus,56871.0,72039.0,São Paulo,Palmeiras,Dorival Júnior,Abel Ferreira,8.0,2.0,2550.0,7480.0,28.4,28.0,0.0,2.0,0.0,1.0,8.0,3.0,15.0,17.0,16.0,15.0,2.0,6.0,0.0,2.0,26.0,10.0,11.0,1.0
2023,2023-08-06,18,Estádio Cícero Pompeu de Toledo,Rodrigo Jose Pereira de Lima,53460.0,72039.0,São Paulo,Atlético-MG,Dorival Júnior,Luiz Felipe Scolari,9.0,10.0,3810.0,4065.0,26.7,29.0,0.0,2.0,0.0,1.0,9.0,3.0,16.0,17.0,16.0,15.0,0.0,3.0,6.0,1.0,18.0,8.0,9.0,3.0
2023,2023-09-21,24,Estádio Cícero Pompeu de Toledo,Yuri Elino Ferreira da Cruz,24777.0,72039.0,São Paulo,Fortaleza,Dorival Júnior,Juan Pablo Vojvoda,10.0,8.0,2830.0,1135.0,26.1,30.8,1.0,2.0,0.0,1.0,9.0,0.0,21.0,14.0,14.0,20.0,2.0,6.0,0.0,0.0,13.0,7.0,6.0,3.0
2023,2023-07-09,14,Arena do Grêmio,Flavio Rodrigues de Souza,47029.0,60540.0,Grêmio,Botafogo,Renato Portaluppi,Cláudio Caçapa,3.0,1.0,2790.0,2510.0,29.1,28.4,0.0,2.0,0.0,0.0,10.0,2.0,8.0,13.0,10.0,8.0,4.0,4.0,1.0,1.0,22.0,15.0,11.0,5.0
2023,2023-10-19,27,Arena do Grêmio,Luiz Flávio de Oliveira ,24679.0,60540.0,Grêmio,Athletico-PR,Renato Portaluppi,Wesley Carvalho,4.0,6.0,2265.0,3130.0,30.0,27.4,1.0,2.0,1.0,1.0,4.0,8.0,9.0,13.0,12.0,8.0,5.0,4.0,1.0,1.0,11.0,20.0,4.0,8.0
2023,2023-10-26,29,Arena do Grêmio,Rodrigo Jose Pereira de Lima,22325.0,60540.0,Grêmio,Flamengo,Renato Portaluppi,Tite,6.0,4.0,2325.0,9850.0,29.1,27.4,3.0,2.0,0.0,1.0,6.0,1.0,14.0,16.0,16.0,12.0,2.0,1.0,0.0,0.0,11.0,8.0,3.0,4.0
2023,2023-05-14,6,Ligga Arena,Flavio Rodrigues de Souza,31252.0,42372.0,Athletico-PR,Coritiba FC,Paulo Turra,Antônio Carlos Zago,5.0,19.0,5355.0,1720.0,26.9,28.6,3.0,2.0,0.0,1.0,4.0,1.0,9.0,12.0,12.0,9.0,1.0,4.0,1.0,1.0,26.0,7.0,15.0,2.0
2023,2023-05-27,8,Ligga Arena,Savio Pereira Sampaio,25966.0,42372.0,Athletico-PR,Grêmio,Paulo Turra,Renato Portaluppi,11.0,5.0,4575.0,1100.0,26.6,27.2,1.0,2.0,1.0,1.0,10.0,5.0,14.0,15.0,15.0,13.0,2.0,3.0,1.0,2.0,16.0,10.0,7.0,4.0
2023,2023-07-02,13,Ligga Arena,Jean Pierre Goncalves Lima,33118.0,42372.0,Athletico-PR,Palmeiras,Wesley Carvalho,Abel Ferreira,9.0,4.0,4840.0,5075.0,25.4,23.8,2.0,2.0,0.0,1.0,7.0,2.0,20.0,9.0,8.0,20.0,3.0,3.0,1.0,4.0,27.0,10.0,16.0,3.0
2023,2023-10-26,29,Ligga Arena,Anderson Daronco,20672.0,42372.0,Athletico-PR,América-MG,Wesley Carvalho,Fabián Bustos,5.0,20.0,3130.0,875.0,27.4,30.1,3.0,2.0,3.0,1.0,14.0,5.0,14.0,14.0,14.0,14.0,4.0,5.0,3.0,0.0,22.0,12.0,8.0,2.0
2023,2023-11-02,31,Estádio Nacional de Brasília Mané Garrincha,Rafael Rodrigo Klein,64708.0,72838.0,Flamengo,Santos,Tite,Marcelo Fernandes,5.0,16.0,9300.0,2540.0,27.2,27.7,1.0,2.0,1.0,1.0,1.0,6.0,13.0,16.0,16.0,11.0,3.0,3.0,0.0,2.0,8.0,15.0,2.0,6.0
2023,2023-04-16,1,Estádio Governador Magalhães Pinto,Raphael Claus,34980.0,57483.0,Atlético-MG,Vasco da Gama,Eduardo Coudet,Maurício Barbieri,16.0,8.0,4650.0,4970.0,28.5,25.4,1.0,2.0,1.0,2.0,14.0,3.0,15.0,10.0,9.0,15.0,1.0,9.0,2.0,2.0,26.0,7.0,7.0,1.0
2023,2023-07-02,13,Estádio Governador Magalhães Pinto,Wilton Sampaio,34507.0,57483.0,Atlético-MG,América-MG,Luiz Felipe Scolari,Vagner Mancini,10.0,19.0,4480.0,975.0,30.4,30.1,2.0,2.0,2.0,0.0,4.0,7.0,16.0,20.0,19.0,15.0,3.0,3.0,1.0,2.0,12.0,23.0,2.0,9.0
2023,2023-04-29,3,Estádio Urbano Caldeira,Anderson Daronco,11844.0,20120.0,Santos,América-MG,Odair Hellmann,Vagner Mancini,11.0,20.0,4110.0,1515.0,26.5,29.8,3.0,2.0,2.0,1.0,2.0,6.0,19.0,16.0,15.0,18.0,6.0,3.0,0.0,1.0,12.0,19.0,4.0,7.0
2023,2023-06-22,11,Estádio Urbano Caldeira,Leandro Pedro Vuaden,12499.0,20120.0,Santos,Corinthians,Odair Hellmann,Vanderlei Luxemburgo,13.0,15.0,3590.0,4375.0,27.3,26.9,0.0,2.0,0.0,2.0,5.0,2.0,17.0,14.0,12.0,15.0,2.0,4.0,0.0,1.0,12.0,9.0,5.0,5.0
2023,2023-07-23,16,Estádio Urbano Caldeira,Ramon Abatti,0.0,20120.0,Santos,Botafogo,Paulo Turra,Bruno Lage,15.0,1.0,3560.0,2490.0,27.5,28.5,2.0,2.0,1.0,0.0,2.0,8.0,23.0,20.0,20.0,23.0,4.0,0.0,1.0,0.0,7.0,18.0,3.0,6.0
2023,2023-12-07,38,Estádio Urbano Caldeira,Leandro Pedro Vuaden,14130.0,20120.0,Santos,Fortaleza,Marcelo Fernandes,Juan Pablo Vojvoda,17.0,10.0,4070.0,1295.0,28.7,30.5,1.0,2.0,0.0,1.0,10.0,6.0,15.0,9.0,8.0,15.0,5.0,5.0,4.0,2.0,15.0,14.0,4.0,4.0
2023,2023-05-11,5,Estádio Nabi Abi Chedid,Rafael Rodrigo Klein,2909.0,13212.0,RB Bragantino,América-MG,Pedro Caixinha,Vagner Mancini,15.0,20.0,3330.0,930.0,25.8,31.0,2.0,2.0,2.0,1.0,5.0,4.0,16.0,17.0,17.0,15.0,1.0,7.0,3.0,2.0,20.0,10.0,5.0,2.0
2023,2023-07-29,17,Estádio Beira-Rio,Matheus Delgado Candançan,32020.0,50848.0,Internacional,Cuiabá-MT,Eduardo Coudet,Toni Oliveira,12.0,9.0,4695.0,920.0,30.1,29.0,1.0,2.0,1.0,1.0,7.0,5.0,14.0,11.0,10.0,13.0,3.0,3.0,2.0,1.0,17.0,12.0,7.0,4.0
2023,2023-08-05,18,Estádio Beira-Rio,Wagner do Nascimento Magalhães,22509.0,50848.0,Internacional,Corinthians,Eduardo Coudet,Vanderlei Luxemburgo,12.0,14.0,2680.0,3880.0,28.3,28.6,2.0,2.0,1.0,1.0,1.0,4.0,18.0,7.0,7.0,16.0,1.0,2.0,0.0,2.0,15.0,9.0,6.0,5.0
2023,2023-10-01,25,Estádio Beira-Rio,Ramon Abatti,23937.0,50848.0,Internacional,Atlético-MG,Eduardo Coudet,Luiz Felipe Scolari,14.0,7.0,890.0,4240.0,27.7,29.9,0.0,2.0,0.0,0.0,4.0,4.0,17.0,11.0,11.0,15.0,3.0,4.0,0.0,1.0,15.0,8.0,7.0,3.0
2023,2023-10-08,26,Estádio Beira-Rio,Paulo Cesar Zanovelli,39133.0,50848.0,Internacional,Grêmio,Eduardo Coudet,Renato Portaluppi,12.0,3.0,4945.0,3535.0,29.4,29.5,3.0,2.0,1.0,0.0,4.0,1.0,15.0,9.0,9.0,15.0,0.0,4.0,5.0,4.0,16.0,8.0,7.0,1.0
2023,2023-10-26,29,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique  ,5494.0,15010.0,RB Bragantino,Atlético-MG,Pedro Caixinha,Luiz Felipe Scolari,2.0,7.0,3390.0,4470.0,25.9,28.3,1.0,2.0,0.0,1.0,17.0,5.0,13.0,13.0,13.0,10.0,2.0,2.0,1.0,4.0,13.0,9.0,9.0,2.0
2023,2023-11-12,34,Estádio Nabi Abi Chedid,Anderson Daronco,9869.0,15010.0,RB Bragantino,Botafogo,Pedro Caixinha,Lúcio Flávio,5.0,2.0,3310.0,2580.0,25.1,30.6,2.0,2.0,1.0,2.0,7.0,3.0,12.0,16.0,16.0,12.0,2.0,5.0,0.0,3.0,25.0,11.0,13.0,3.0
2023,2023-12-01,36,Estádio Nabi Abi Chedid,Denis da Silva Ribeiro Serafim,4596.0,15010.0,RB Bragantino,Fortaleza,Pedro Caixinha,Juan Pablo Vojvoda,6.0,11.0,3110.0,1205.0,24.5,30.6,1.0,2.0,1.0,2.0,15.0,3.0,9.0,10.0,9.0,8.0,2.0,5.0,0.0,2.0,17.0,6.0,5.0,1.0
2023,2023-07-30,17,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,22441.0,24483.0,Atlético-MG,Flamengo,Luiz Felipe Scolari,Jorge Sampaoli,13.0,2.0,4990.0,6330.0,29.4,27.3,1.0,2.0,1.0,0.0,7.0,2.0,21.0,14.0,14.0,21.0,3.0,4.0,1.0,0.0,20.0,6.0,11.0,1.0
2023,2023-04-29,3,Estádio Governador Plácido Castelo,Raphael Claus,39943.0,60326.0,Fortaleza,Fluminense,Juan Pablo Vojvoda,Fernando Diniz,2.0,5.0,1435.0,3740.0,29.4,26.9,4.0,2.0,2.0,1.0,8.0,5.0,8.0,15.0,14.0,7.0,1.0,13.0,2.0,1.0,20.0,12.0,2.0,3.0
2023,2023-10-08,26,Estádio Governador Plácido Castelo,Bruno Arleu de Araújo,23830.0,60326.0,Fortaleza,América-MG,Juan Pablo Vojvoda,Fabián Bustos,6.0,20.0,1165.0,925.0,30.6,29.8,3.0,2.0,1.0,2.0,8.0,2.0,11.0,12.0,12.0,9.0,1.0,2.0,3.0,2.0,18.0,15.0,9.0,7.0
